,genre_ids,title,poster_path,tmdb_id,popularity,keywords,vote_count,vote_average,director,imdb_votes,certificate,num_stunts,num_fx,month,decade,group5,group4,group7,group6,group1,group3,group2
433,"[12, 28, 53]",A View to a Kill,/veDMW7eX6tat86EapsvGEICJ8Tq.jpg,707,2.968103,"paris,london england,france,england,san francisco,horse race,fire,helicopter,drug abuse,terrorist,secret identity,firemen,fire engine,villain,ascot,silicon valley,zeppelin,earthquake,snowboarding,microchip,doping,racehorse,flooding,pipeline,snow,british secret service,skiing,ski chase",388,5.8,John Glen,71534.0,PG,90.0,14.0,5,7,0,0,0,1,0,0,1
434,[10749],Grease,/iMHdFTrCYhue74sBnXkdO39AJ3R.jpg,621,2.967608,"flying car,street gang,running,graduation,musical,rival,gossip,makeover,based on stage musical,automobile racing,nostalgic,greaser,wolf whistle,school dance,animated credits,pep rally,wrong side of the tracks,mooning,school principal",1045,7.1,Randal Kleiser,179370.0,12,5.0,2.0,7,6,1,0,0,0,0,0,0
435,"[28, 12, 53]",The Living Daylights,/yEryMe58dx7zm1QBhQFeuYcv2aH.jpg,708,2.966051,"london england,smuggling of arms,prison,england,assassination,spy,falsely accused person,secret identity,country estate,arms deal,russia,drug traffic,secret mission,secret intelligence service,kgb,villain,renegade,special car,tangier morocco,prater,big wheel,pipeline,cello,orchestra,freedom fighter,czechoslovakia,bratislava,afghanistan,airplane,schloss schönbrunn,escape,moscow,vienna",352,6.2,John Glen,72337.0,PG,48.0,14.0,6,7,0,0,0,1,0,0,1
436,"[12, 18, 53]",Gold,/d6AipVF4SDYqxGeivfs3yzsNUs7.jpg,334524,2.96497,"gold,rise and fall,indonesia,1980s,inspired by a true story,ugly american",64,6.5,Stephen Gaghan,8767.0,15,7.0,5.0,12,10,0,0,0,1,0,0,1
437,[18],Babel,/oyOviwBr6VEDz6pauvdgsLhRHck.jpg,1164,2.964081,"terror,loss of mother,gun,morocco,deaf-mute,san diego,ecstasy,illegal immigration,first time,nanny,daughter,united states–mexico barrier,bullet wound,ensemble cast",807,6.9,Alejandro González Iñárritu,252189.0,15,11.0,14.0,9,9,0,0,0,0,0,0,1
438,"[27, 53]",Incarnate,/3wv9bTEHDFWcLHf8RtaGk4XJ8JJ.jpg,241258,2.963883,"new york,vatican,dutch,wheelchair,exorcism,possessed,scientist,exorcist,wheelchair bound,demons",77,5.1,Brad Peyton,5518.0,15,10.0,4.0,12,10,0,0,0,0,0,0,1
439,"[18, 10749]",The Painted Veil,/5JXwb59tH5vs3knx0UlhDyxXpjc.jpg,14202,2.962964,"china,cholera,foreign aid,epidemic,loveless marriage",231,7.1,John Curran,80258.0,12,9.0,2.0,12,9,1,0,0,0,0,0,1
440,"[12, 35]",Vacation,/q9kL9WW0Uu4AcfTi5iCLcYzBgnm.jpg,296099,2.962288,"route 66,grand canyon,cow,vacation,road trip,sequel,dysfunctional family,family vacation,amusement park,trucker,roller coaster,theme park,airline pilot,bipolar disorder,plano texas",978,6.1,John Francis Daley,73779.0,15,47.0,12.0,7,10,0,0,1,1,0,0,0
441,"[35, 10749]","Love, Rosie",/qGYr7P3s0gx5YLvrILnbAkpTt1K.jpg,200727,2.958854,"based on novel,male female relationship,teenage pregnancy,best friends in love,missed opportunity",1100,7.6,Christian Ditter,79169.0,15,8.0,3.0,7,10,1,0,1,0,0,0,0
442,"[18, 14, 10749]",What Dreams May Come,/rNQH6Q8RPXD59aqGckST3CKQbCf.jpg,12159,2.958774,"paradise,soul,underworld,heaven,painting,hell,afterlife,spiritism",441,6.7,Vincent Ward,86729.0,15,40.0,15.0,10,8,1,0,0,0,0,1,1
443,"[28, 80, 18, 53]",Training Day,/sDT2biSB7wzBJdXq9o3ldr7VfvY.jpg,2034,2.957959,"police brutality,war on drugs,drug traffic,drug dealer,los angeles,gang member,mexican american,barrio,cholo",1326,7.2,Antoine Fuqua,321092.0,18,49.0,9.0,10,9,0,0,0,1,0,0,1
444,"[53, 28, 14, 27]",Ghost Rider,/jnllnSq8u4d1oQPU7PsoAHD6bLU.jpg,1250,2.956758,"mephisto,religion and supernatural,dying and death,devil's son,ghost world,stunt,flame,based on comic book",1247,5.2,Mark Steven Johnson,189603.0,12,53.0,34.0,2,9,0,0,0,1,0,1,1
445,"[35, 18, 10749]","Crazy, Stupid, Love.",/n97V1WcpoJ8gBA0pM48Om05o2fN.jpg,50646,2.956088,"soulmates,midlife crisis,marriage crisis,womanizer,law school,crazy,relationship",1940,7.0,Glenn Ficarra,394551.0,12,12.0,5.0,7,10,1,0,1,0,0,0,1
446,"[35, 18, 80]",In Bruges,/kBABboeLU2HsKWSG7DwiF9saHl5.jpg,8321,2.954903,"bruges belgium,town square,vietnamese,canadian stereotype,skinned alive,gruuthuse museum bruges",1110,7.4,Martin McDonagh,320682.0,18,4.0,13.0,2,9,0,0,1,0,0,0,1
447,"[35, 18]",Rocket Science,/fX8M5rgQIWIxBt5fUSpHaSNrRLo.jpg,13068,2.954549,independent film,46,6.2,Jeffrey Blitz,11950.0,15,4.0,2.0,1,9,0,0,1,0,0,0,1
448,"[80, 53]",The Absent One,/spvWPsvCi4g3UVDypnQstzPx9Or.jpg,254201,2.952888,thriller,120,7.1,Mikkel Nørgaard,10969.0,18,5.0,6.0,10,10,0,0,0,0,0,0,1
449,"[18, 36, 10749]",Cleopatra,/fYrSQZZTymPMOnbfphCTm2V9vJu.jpg,8095,2.951845,"ancient rome,historical figure,cleopatra,julius caesar",103,6.6,Joseph L. Mankiewicz,22925.0,Unrated,11.0,2.0,6,5,1,0,0,0,1,0,1
450,"[12, 35, 18]",A Walk in the Woods,/ksn8DLsROK4V542Zex9X6AmZL3A.jpg,232572,2.951334,"mountains,hiking,backpacker,climbing,friends,appalachian trail",223,5.6,Ken Kwapis,17409.0,15,13.0,7.0,9,10,0,0,1,1,0,0,1
451,"[18, 9648, 53]",The Constant Gardener,/r7QOXMcuIqZUeIVXVc4BCZrd9ni.jpg,1985,2.950194,"aids,diplomat,nairobi,politician,pharmaceutical industry,cancer,morgue,genocide in rwanda",327,6.8,Fernando Meirelles,115455.0,15,10.0,11.0,8,9,0,0,0,0,0,0,1
452,"[18, 53]",The Beat That My Heart Skipped,/47zfk5IIrbupXbw6DFay25vY1cR.jpg,1553,2.949975,"paris,father son relationship,loss of mother,estate agent,chinese woman,piano lessons,piano teacher,squatter,classical music,concert,pianist,piano",82,6.6,Jacques Audiard,16252.0,15,8.0,5.0,2,9,0,0,0,0,0,0,1
453,"[35, 18, 36]",Eddie the Eagle,/laEdJnz9CiojWcNpqFjPKhrKuBo.jpg,319888,2.948413,"underdog,olympic games,ski jump,biography,sport,based on true story,britain,skiing,feel good",489,7.2,Dexter Fletcher,54293.0,PG,18.0,4.0,2,10,0,0,1,0,1,0,1
454,"[28, 18]",Warrior,/qzeShckQ34eJJFQ24dTx9QI8kcS.jpg,59440,2.946586,"bank,training,beating,mixed martial arts,teacher,muscleman,combat,alcoholic,gym,exercise",1012,7.7,Gavin O'Connor,352764.0,12,31.0,4.0,9,10,0,0,0,1,0,0,1
455,"[36, 10749, 10752]",Pearl Harbor,/gzjMpcyV1RksWonaA87DZ8wQTH0.jpg,676,2.945362,"nurse,patriotism,hawaii,world war ii,pilot,pearl harbor,u.s. air force,airplane,war,army,love,pin-up",1342,6.5,Michael Bay,265722.0,12,140.0,97.0,5,9,1,0,0,0,1,0,0
456,"[28, 12, 35, 18, 878, 37]",Wild Wild West,/hR6r34XmJyPVp9RokvcsY4TFTqH.jpg,8487,2.944413,"steampunk,based on tv series,steam locomotive,drag",806,5.1,Barry Sonnenfeld,133768.0,12,128.0,32.0,6,8,0,0,1,1,0,0,1
457,"[27, 53]",Ouija: Origin of Evil,/pzhGcMGuOxxnq9ePtQPY80Wp0BG.jpg,335796,2.941572,"supernatural,prequel,possession,ouija board,spirit,ghost,1960s",416,5.7,Mike Flanagan,28223.0,15,17.0,4.0,10,10,0,0,0,0,0,0,1
458,"[80, 12, 28, 35, 53]",Johnny English Reborn,/vnS4Lb5rNx2ZucVdrW3TQd6n2AL.jpg,58233,2.940413,"buddhist monk,cooking,prime minister,kitchen,secret agent,sequel,mind control,james bond spoof,incompetence,female boss,klutz,aftercreditsstinger,assassination attempt",815,6.0,Oliver Parker,93423.0,PG,86.0,20.0,9,10,0,0,1,1,0,0,1
459,"[18, 53, 878]",Contagion,/kbC6I0AOSLTHFA2dieyat9h8QHP.jpg,39538,2.940366,"saving the world,mutation,infection,terminal illness,quarantine,outbreak,medical,vaccine,lethal virus,scientist,epidemic",1099,6.2,Steven Soderbergh,186225.0,12,67.0,13.0,9,10,0,0,0,1,0,0,1
460,"[18, 28, 53, 80]",Vantage Point,/2PnFsTzmFC3Ydhj0uBEYjPqHWHO.jpg,7461,2.937845,"bomb,terror,spain,u.s. president,terrorist,war against terror,camera,car journey,press,television,camcorder,bodyguard,safety,terror cell,limousine,media,security guard",601,6.2,Pete Travis,130816.0,12,42.0,5.0,2,9,0,0,0,1,0,0,1
461,[35],St. Vincent,/w0hzr4eQBk1X4m63fb7sOSt9Bnn.jpg,239563,2.937587,"babysitter,friendship,neighbor,divorce,child of divorce",662,7.1,Theodore Melfi,80219.0,12,1.0,1.0,10,10,0,0,1,0,0,0,0
462,"[28, 80, 18, 53]",Carlito's Way,/tGPqPHuOCbyFxwllrYgKkPDu9xB.jpg,6075,2.936047,"prison,1970s,puerto rican,release from prison,criminal past,love,night club,violence,drug,disco",587,7.6,Brian De Palma,169476.0,18,17.0,4.0,11,8,0,0,0,1,0,0,1
463,"[14, 35, 10751]",Nine Lives,/ni1AgkFH0RftjgBaUOjjnmOpcYp.jpg,322240,2.936047,"cat,body-swap,turns into animal,sky scraper,box office flop,body transformation,body switching",182,5.6,Barry Sonnenfeld,11636.0,PG,12.0,2.0,8,10,0,1,1,0,0,1,0
464,"[14, 27, 35]",Gremlins,/gXDHxQ92qyF6LUYwn6xuK2L8TYW.jpg,927,2.935016,"holiday,monster,small town,department store,bars and restaurants,human animal relationship,pet,sunlight,chain saw,salesperson,midnight,fur,banking,puppet,skunk,kids and family,gremlin,ymca,title spoken by character",1169,6.9,Joe Dante,152059.0,PG,7.0,40.0,6,7,0,0,1,0,0,1,1
465,"[18, 53]",A Kind of Murder,/KCJywO3PnrG25LKqyWnKdoKUCD.jpg,305943,2.934546,"new york,based on novel,architect,murder,1960s,woman writer",51,5.4,Andy Goddard,2616.0,15,2.0,3.0,12,10,0,0,0,0,0,0,1
466,"[28, 12, 18, 9648, 878, 53]",Knowing,/5XnNteYoOQ727JoZqyVcENT28Dv.jpg,13811,2.933915,"cataclysm,code,suspense,end of the world,time capsule,astrophysicist,grieving widower,lexington massachusetts,westford massachusetts,prediction,researcher,numbers,news",1134,5.8,Alex Proyas,193280.0,15,70.0,12.0,3,9,0,0,0,1,0,0,1
467,"[28, 53]",Homefront,/6ymSuhG28tF2lnDxVTNibzlYzn0.jpg,204082,2.932587,"based on novel,drug dealer,ex-cop,rural setting,undercover cop,methamphetamine,motorcycle gang,drug,revenge motive,father daughter relationship,lousiana bayou",738,6.3,Gary Fleder,87682.0,15,59.0,12.0,11,10,0,0,0,1,0,0,1
468,"[18, 10749, 10752]",Gone with the Wind,/4o1yeosjSFMaI9pe1rOkYcZ6hHO.jpg,770,2.932289,"life and death,civil war,southern u.s.,loss of child,marriage proposal,atlanta,luxury,plantation,typhus,business woman,marriage crisis",748,7.5,Victor Fleming,227657.0,U,18.0,2.0,12,2,1,0,0,0,1,0,1
469,"[18, 28, 53, 80]",Infernal Affairs II,/zl73w8yHtx29TFvh3jAEqvRSzFq.jpg,11647,2.932079,"undercover,gangster boss,chinese mafia,police,triade,murder",92,7.2,Wai-Keung Lau,13896.0,15,1.0,1.0,10,9,0,0,0,1,0,0,1
470,"[28, 18, 37]",The Assassination of Jesse James by the Coward Robert Ford,/lSFYLoaL4eW7Q5VQ7SZQP4EHRCt.jpg,4512,2.930412,"killing,admiration,hold-up robbery,to shoot dead,idol,missouri,media,jesse james,cowardliness,family,coward",621,7.0,Andrew Dominik,142606.0,15,38.0,11.0,9,9,0,0,0,1,0,0,1
471,"[80, 18, 53]",Donnie Brasco,/niqDLxwZ6GF0GLKUlkdKnOWfsvb.jpg,9366,2.930407,"undercover,mafia,mobster,dirty cop,informant,stealing money,marriage counselor,colombian,shaving cream,playing cards",867,7.3,Mike Newell,233731.0,18,7.0,1.0,2,8,0,0,0,0,0,0,1
472,"[14, 12, 28, 35, 18]",The Sorcerer's Apprentice,/ZNSrRpdJ6FjMy4Iu6JpRTJ5Q87.jpg,27022,2.930263,"witch,fire,wolf,fountain,magic,book,castle,water,apprentice,training,merlin,love,mission,sorcerer,dragon,aftercreditsstinger,apprendista,morgana",1086,5.9,Jon Turteltaub,129880.0,PG,55.0,31.0,7,10,0,0,1,1,0,1,1
473,[12],Master and Commander: The Far Side of the World,/4o4JyEQldHQiqJn0BBRFppDmI65.jpg,8619,2.928849,"naturalist,frigate,self surgery,sea battle,weevil",617,6.9,Peter Weir,174228.0,12,73.0,31.0,11,9,0,0,0,1,0,0,0
474,"[16, 10751, 12, 35, 14]",The Smurfs,/8W9L7ByduypXKD7AticK7GvGqTE.jpg,41513,2.926033,"moon,magic wand,based on comic book,good vs evil,smurf,blue,vortex,mischief,cat and mouse,duringcreditsstinger",937,5.5,Raja Gosnell,69651.0,PG,34.0,6.0,7,10,0,1,1,1,0,1,0
475,"[14, 18, 10749]",The Age of Adaline,/gEDGROZ4NQDlRjUPPSSyIf0hKvD.jpg,293863,2.925601,"san francisco,immortality,love,forever",1474,7.3,Lee Toland Krieger,110142.0,12,7.0,3.0,4,10,1,0,0,0,0,1,1
476,[35],Are You Here,/Ans3hye70MvMVPxG1BhUgAG2zHv.jpg,209244,2.92495,"loss of father,inheritance,family",93,4.9,Matthew Weiner,12172.0,15,3.0,3.0,9,10,0,0,1,0,0,0,0
477,"[18, 10749]",Atonement,/quaWuwYZd8IbZMCOhW3CZEvyCWJ.jpg,4347,2.924191,"based on novel,sister sister relationship,flirt,loss of sister,new love,world war ii,book,mistake,innocence,author,redemption,summer",808,7.3,Joe Wright,201623.0,15,25.0,17.0,8,9,1,0,0,0,0,0,1
478,"[80, 18]",Blow,/yCLLbZzAa7jreGus7pvjZmL0bj7.jpg,4133,2.920621,"1970s,war on drugs,drug addiction,drug traffic,drug smuggle,rise and fall",1031,7.4,Ted Demme,206073.0,18,9.0,4.0,4,9,0,0,0,0,0,0,1
479,"[28, 53, 9648]",Non-Stop,/ifgEHE1ortukpBF6wh03HCuctdr.jpg,225574,2.920563,"airplane,conspiracy,airplane crash,cell phone,hijack,one night,mystery killer",1920,6.8,Jaume Collet-Serra,210752.0,12,38.0,5.0,1,10,0,0,0,1,0,0,1
480,"[28, 12, 80, 878, 53]",RoboCop 2,/jHE1jOJQILXSPudL4h94NI3TRL.jpg,5549,2.919301,"cyborg,police,sequel,cyberpunk,robot,drug,police officer,robocop",393,5.5,Irvin Kershner,66390.0,R,63.0,59.0,6,8,0,0,0,1,0,0,1
481,"[16, 10751, 14, 12, 35, 10749]",Hercules,/yds93kIrmH1aNN0YKAcHLyOkNEV.jpg,11970,2.917151,"hades,musical,peasant,animation,aftercreditsstinger,olympus,hercules",1166,7.2,Ron Clements,153139.0,U,2.0,2.0,6,8,1,1,1,1,0,1,0
482,[18],Concussion,/vdK1f9kpY5QEwrAiXs9R7PlerNC.jpg,321741,2.910862,"american football,biography,professional sports,sports injury,nfl",646,7.0,Peter Landesman,60065.0,12,2.0,5.0,11,10,0,0,0,0,0,0,1
483,"[18, 80, 53]",Law Abiding Citizen,/eaq6sH6JkS8ypbtCo9GCiopry0Q.jpg,22803,2.909697,"tattoo,secret passage,baseball bat,deal,explosion,justice,district attorney,courtroom,vigilantism",1160,7.2,F. Gary Gray,227014.0,18,45.0,11.0,10,9,0,0,0,0,0,0,1
484,"[27, 37, 12, 18]",Bone Tomahawk,/8A51Ur47D0CNJhmvQlbif0vzyqZ.jpg,294963,2.90883,"poison,prisoner,murder,rifle,gore,decapitation,redemption,extreme violence,violence,cannibal,captive,capture,indians,cannibalism,cave dwellers",391,6.6,S. Craig Zahler,45952.0,18,11.0,2.0,10,10,0,0,0,1,0,0,1
485,"[80, 18]",25th Hour,/hf3KpQ13Z8HS0ZodzooMiR8PBqD.jpg,1429,2.907864,"prison,prisoner,dream,drug dealer,nightclub,american dream,male friendship,melancholy,girlfriend,friendship,aftercreditsstinger",473,7.1,Spike Lee,153906.0,15,1.0,3.0,12,9,0,0,0,0,0,0,1
486,"[27, 9648]",Final Destination 5,/m4xhyjrybUGGY2p6bjrF4AO5Osl.jpg,55779,2.907362,"premonition,death by accident,crash,end is here,duringcreditsstinger,3d",640,5.9,Steven Quale,87495.0,15,24.0,15.0,8,10,0,0,0,0,0,0,1
487,"[18, 10749]",Wuthering Heights,/7xToLdWDxRJPWLin5vUWdcaXYUs.jpg,9364,2.906899,"based on novel,foster sister,moor,yorkshire england,foster family,woman director",57,6.0,Andrea Arnold,7475.0,15,1.0,2.0,9,10,1,0,0,0,0,0,1
488,"[10749, 12, 878, 18]",The Space Between Us,/kwJuEkzMhsKxmu1r6X4U1jZovfj.jpg,365942,2.904836,"mars,space colony,fish out of water,scientist,teenager,teenage love,near future,search for father",62,6.6,Peter Chelsom,6590.0,PG,20.0,7.0,1,10,1,0,0,1,0,0,1
489,"[18, 35]",Joy,/zNjxzdgSwzRXnP8Stu3HGzKQKWp.jpg,274479,2.904596,"factory,strong woman,biography,based on true story,stolen patent,female inventor",1249,6.4,David O. Russell,96042.0,12,7.0,9.0,12,10,0,0,1,0,0,0,1
490,"[12, 28, 53, 878]",G.I. Joe: The Rise of Cobra,/29eW5c5DaCFQejdt9V14RrA51yD.jpg,14869,2.904123,"terrorist,secret,hostage,technology,warhead,government,president,revenge,murder,attack,explosion,scientist,lasers,evil,cobra",1677,5.6,Stephen Sommers,179335.0,12,116.0,72.0,8,9,0,0,0,1,0,0,1
491,[18],Ali,/gCGoMZXGdU7DY8xgKYle6dJGksT.jpg,8489,2.903305,"usa,transporter,boxer,biography,muhammad",344,6.7,Michael Mann,81719.0,15,7.0,11.0,12,9,0,0,0,0,0,0,1
492,"[18, 27]",Pet Sematary,/9zUax4pjRgoPIJla9CQejqNJofB.jpg,8913,2.898927,"pet,head injury,pet cemetery,dead cat,son murders mother,death of patient,loss of pet,dead lover,woman director",309,6.4,Mary Lambert,67324.0,R,5.0,10.0,4,7,0,0,0,0,0,0,1
493,"[28, 35, 10751]",Paul Blart: Mall Cop 2,/618jhN1vEFHkA3MBrURuBZ7SuID.jpg,256961,2.893418,"shopping mall,las vegas,security guard",505,5.1,Andy Fickman,25858.0,PG,29.0,9.0,4,10,0,1,1,1,0,0,0
494,"[35, 18, 10749]","Good bye, Lenin!",/pb62NJ3tRxgmxBSM9u1Wg1dmmvG.jpg,338,2.892363,"bureaucracy,berlin wall,police state,coma,loss of mother,wife husband relationship,patriotism,german democratic republic,socialism,news broadcast,loss of father,lenin,single, ,filmes contra o comunismo",449,7.4,Wolfgang Becker,118674.0,15,13.0,2.0,2,9,1,0,1,0,0,0,1
495,"[18, 9648]",Exotica,/oIwrh7QhwUNxejsvgKtFG4V0gaQ.jpg,20156,2.890011,"secret,nightclub,pet shop,independent film,unhappiness",55,6.3,Atom Egoyan,14971.0,18,1.0,1.0,9,8,0,0,0,0,0,0,1
496,"[18, 27, 9648, 53]",Stephen King's It,/paW0Tc8qNsddCuMJ9M1WnNgOvy1.jpg,2670,2.889799,"suicide,library,small town,child murderer,clown,bicycle,friends,mini-series,stephen king,tv movie",476,6.5,Tommy Lee Wallace,73457.0,15,5.0,4.0,11,8,0,0,0,0,0,0,1
497,[53],A Most Wanted Man,/iSMTe79efcxgI5jSFBAg6GjxEPs.jpg,157849,2.889066,"terror,muslim,intelligence,immigrant,torture,surveillance,security",472,6.5,Anton Corbijn,60803.0,15,20.0,1.0,7,10,0,0,0,0,0,0,1
498,"[35, 10749]",Meet the Fockers,/xHAqB06iL5D6HyOS6QpgyKkRQHD.jpg,693,2.885922,"cia,parents kids relationship,florida,anti-authoritarian upbringing,jew,parents-in-law,orderly,just married,sex therapy,bad father-in-law,family,illegitimate son",1048,6.1,Jay Roach,219057.0,12,8.0,10.0,12,9,1,0,1,0,0,0,0
499,[18],Moneyball,/3oAa8mJJ97CH9AeGEY6vjAxqcvZ.jpg,60308,2.885693,"underdog,based on novel,baseball,teamwork,partner,meeting,oakland california,strategy,voice over,statistics",1141,7.0,Bennett Miller,295777.0,12,7.0,2.0,9,10,0,0,0,0,0,0,1
500,[35],Notting Hill,/f1gMw3PVicfdq9thlvUIjJ5UdvS.jpg,509,2.885465,"london england,bookshop,birthday,new love,film maker,paparazzi,press conference,wheelchair,bath tub,cohabitant,friendship,fame,celebration,movie star,spectacle",910,6.9,Roger Michell,214553.0,15,3.0,2.0,5,8,0,0,1,0,0,0,0
501,"[28, 12, 53]",The Rock,/pAVaLJQBRM4JlZEGXvezwbxOd15.jpg,9802,2.88543,"san francisco,fbi,gas attack,alcatraz,hostage situation,fbi agent",1182,6.9,Michael Bay,268654.0,15,68.0,21.0,6,8,0,0,0,1,0,0,1
502,"[80, 18]",Boyz n the Hood,/9qQdpidN33pTEaxAP5gaTmCPGFq.jpg,650,2.882146,"street gang,black people,rap,hip-hop,street war,rapper,violence in schools,los angeles",279,7.4,John Singleton,99007.0,15,3.0,2.0,7,8,0,0,0,0,0,0,1
503,"[18, 10751, 14, 12]",The NeverEnding Story,/xnOK0p3PHwLw6C5tEkYY8xJR8zK.jpg,34584,2.88177,"based on novel,fictional place,wolf,mythology,magic,horse,book,fairy tale,bully,school,talking animal,reading,book store,fantasy world,giant,gnome,quest",693,7.0,Wolfgang Petersen,105180.0,PG,7.0,46.0,4,7,0,1,0,1,0,1,1
504,[35],Easy A,/1pgPO3OfSm2inpODMqg2RNmLW90.jpg,37735,2.881267,"lie,high school,school,teen movie,rumor",1666,6.7,Will Gluck,293014.0,15,9.0,3.0,9,10,0,0,1,0,0,0,0
505,"[18, 80]",The Bad Lieutenant: Port of Call - New Orleans,/aznE6p9hytgOXHOw6Pq9hStuPtz.jpg,11699,2.880781,"police brutality,organized crime,policeman,illegal drugs,murder investigation,corrupt cop",252,6.0,Werner Herzog,66544.0,18,6.0,4.0,9,9,0,0,0,0,0,0,1
506,"[12, 14, 28, 878]",Superman Returns,/e3aLTaD5ppxo3en0GAGceekEPAe.jpg,1452,2.879051,"saving the world,dc comics,invulnerability,sequel,superhero,based on comic book,kryptonite,super powers,superhuman strength,lex luthor",1079,5.4,Bryan Singer,246105.0,12,93.0,70.0,6,9,0,0,0,1,0,1,0
507,"[28, 53]",Rambo,/ec1m7YgBYb4os06OSNW3QBaNYqZ.jpg,7555,2.877687,"missionary,river,boat,pastor,snake,fight,border,mercenary,thailand,burma,war,weapon,sequel",781,6.4,Sylvester Stallone,186145.0,18,92.0,35.0,1,9,0,0,0,1,0,0,1
508,"[10402, 18, 10749]",Step Up 2: The Streets,/5SwoeOUyfkS8s6aGB2bLYAL5jKR.jpg,8328,2.87758,"underdog,competition,street gang,hip-hop,breakdance,insurgence,heart-throb,dancing scene,tap dancing,scholarship,ballet",457,6.4,Jon M. Chu,70335.0,PG,2.0,7.0,2,9,1,0,0,0,0,0,1
509,"[28, 35]",Tropic Thunder,/zoWUdaaWKPDyr9b0il0YcggDWgJ.jpg,7446,2.877395,"film making,satire,jungle,movie star,southeast asia,land mine,shackles,war filmmaking,duringcreditsstinger",1304,6.4,Ben Stiller,319124.0,15,70.0,37.0,8,9,0,0,1,1,0,0,0
510,"[10749, 35, 80, 18]",Focus,/9IElGiLkxPLUWZ3avy31bNSG3Tq.jpg,256591,2.877199,"seduction,con man,femme fatale,deception,con artist,rivalry",2079,6.7,Glenn Ficarra,164640.0,15,9.0,4.0,2,10,1,0,1,0,0,0,1
511,"[35, 18, 878]",About Time,/zSuh8dGwqpsWR7ccvYbfxbSZ37o.jpg,122906,2.873872,"london england,father son relationship,time travel",1612,7.7,Richard Curtis,219506.0,12,14.0,8.0,8,10,0,0,1,1,0,0,1
512,"[10749, 18]",The Notebook,/gMfstesBXKdsHToAUXVPHujUDfb.jpg,11036,2.870953,"poem,river,sadness,fight,love of one's life,dementia,class,secret love,tears,candle,mailbox,nicholas sparks",2341,7.6,Nick Cassavetes,418643.0,15,15.0,7.0,6,9,1,0,0,0,0,0,1
513,"[53, 80, 18, 9648, 27]",Blue Velvet,/pxC4YsYIL4eSg1zDwrQQuxJegjA.jpg,793,2.869337,"small town,ear,suspense,independent film,policeman,ear cut off",543,7.5,David Lynch,140270.0,15,10.0,2.0,8,7,0,0,0,0,0,0,1
514,"[18, 9648, 53]",The Village,/v7UvYtKfIVaHLaHwVgfalyrK7Ho.jpg,6947,2.86845,"secret,forest,blindness,courtship,mentally handicapped man,human nature,aura,romantic,village council",795,6.1,M. Night Shyamalan,203361.0,12,5.0,28.0,7,9,0,0,0,0,0,0,1
515,"[27, 53]",The Hills Have Eyes,/hNuqY8h1oBGTnEQK75AH4IwuiPG.jpg,9792,2.868033,"ambush,new mexico,van,family holiday,axe in the head",523,6.1,Alexandre Aja,135909.0,R,15.0,14.0,3,9,0,0,0,0,0,0,1
516,"[10749, 18, 10402]",Step Up All In,/jFkvtmhE4NqENI4e0sZxmI8vrSS.jpg,243683,2.867872,"street artist,dance contest,woman director",482,6.7,Trish Sie,27004.0,12,6.0,1.0,7,10,1,0,0,0,0,0,1
517,"[35, 18, 14, 10749]",Click,/ojmEqzJgTLo8S34uVQ6ZWmhgOoG.jpg,9339,2.866306,"regret,workaholic,heart attack,architect,dying and death,time travel,remote control,children,liposuction,hospital,wedding,dog,second chance,alternate reality,fatherhood,obese",1596,5.9,Frank Coraci,257126.0,12,8.0,8.0,6,9,1,0,1,0,0,1,1
518,[28],The Guardian,/4sUo2eUsVctI2WFg6bNNexycFOr.jpg,4643,2.865574,"ocean,coast guard,teamwork,rescue,death",298,6.8,Andrew Davis,77419.0,12,45.0,24.0,9,9,0,0,0,1,0,0,0
519,"[28, 35, 80, 53]",RED 2,/dvWITvEzlq8IaUbxUuBVKvXqfo6.jpg,146216,2.863592,"paris,london england,cia,russia,mi6,hired killer,exploding airplane",1279,6.4,Dean Parisot,132101.0,12,185.0,33.0,7,10,0,0,1,1,0,0,1
520,"[12, 10751, 14]",Percy Jackson: Sea of Monsters,/k1bhUW7XM5X0yD3iewAEvloFBEo.jpg,76285,2.858922,"hermes,poseidon,demigod,golden fleece,olympus,poisoned,kronos,overthrow olympus,based on young adult book,3d stereoscopic",1231,5.9,Thor Freudenthal,91005.0,PG,129.0,39.0,8,10,0,1,0,1,0,1,0
521,"[12, 28, 53, 878]",Mad Max 2: The Road Warrior,/voNuYkvQgDSqijCDllEaRntq7ln.jpg,8810,2.858699,"boomerang,chase,post-apocalyptic,dystopia,survivor,australia,sequel,independent film,oil,violence,oil refinery,ozploitation",734,7.2,George Miller,139826.0,R,11.0,7.0,12,7,0,0,0,1,0,0,1
522,"[12, 878, 28]",Starship Troopers 3: Marauder,/eozyEucy6yepxJVVQzD7B8Qx73h.jpg,11127,2.858159,"starships,space marine,melodrama,marauder",123,4.3,Edward Neumeier,19966.0,15,58.0,34.0,7,9,0,0,0,1,0,0,0
